County Name/State Abbreviation,Year,total,number_employed,number_unemployed,unemployed_rate
"Dane County, WI",2008,"294,824","284,897","9,927",3.4
"Dodge County, WI",2008,"47,044","44,704","2,340",5.0
"Door County, WI",2008,"17,096","16,190",906,5.3
"Douglas County, WI",2008,"23,293","22,092","1,201",5.2
"Dunn County, WI",2008,"25,461","24,353","1,108",4.4
"Eau Claire County, WI",2008,"56,805","54,499","2,306",4.1
"Florence County, WI",2008,"2,448","2,306",142,5.8
"Fond du Lac County, WI",2008,"56,729","54,061","2,668",4.7
"Forest County, WI",2008,"4,863","4,531",332,6.8
"Grant County, WI",2008,"28,014","26,688","1,326",4.7
"Green County, WI",2008,"20,284","19,350",934,4.6
"Green Lake County, WI",2008,"10,360","9,793",567,5.5
"Iowa County, WI",2008,"14,018","13,376",642,4.6
"Iron County, WI",2008,"3,012","2,777",235,7.8
"Jackson County, WI",2008,"9,755","9,210",545,5.6
"Jefferson County, WI",2008,"42,260","40,237","2,023",4.8
"Juneau County, WI",2008,"13,312","12,532",780,5.9
"Kenosha County, WI",2008,"85,103","80,546","4,557",5.4
"Kewaunee County, WI",2008,"11,508","11,006",502,4.4
"La Crosse County, WI",2008,"65,134","62,619","2,515",3.9
"Lafayette County, WI",2008,"9,067","8,692",375,4.1
"Langlade County, WI",2008,"10,633","9,998",635,6.0
"Lincoln County, WI",2008,"15,486","14,617",869,5.6
"Manitowoc County, WI",2008,"45,039","42,838","2,201",4.9
"Marathon County, WI",2008,"75,130","71,770","3,360",4.5
"Marinette County, WI",2008,"21,988","20,668","1,320",6.0
"Marquette County, WI",2008,"7,793","7,307",486,6.2
"Menominee County, WI",2008,"1,635","1,464",171,10.5
"Milwaukee County, WI",2008,"467,511","441,519","25,992",5.6
"Monroe County, WI",2008,"24,377","23,263","1,114",4.6
"Oconto County, WI",2008,"20,210","18,957","1,253",6.2
"Oneida County, WI",2008,"19,124","17,975","1,149",6.0
"Outagamie County, WI",2008,"97,530","93,069","4,461",4.6
"Ozaukee County, WI",2008,"47,768","45,959","1,809",3.8
"Pepin County, WI",2008,"4,082","3,892",190,4.7
"Pierce County, WI",2008,"23,949","22,923","1,026",4.3
"Polk County, WI",2008,"23,969","22,579","1,390",5.8
"Portage County, WI",2008,"42,067","40,199","1,868",4.4
"Price County, WI",2008,"8,323","7,911",412,5.0
"Racine County, WI",2008,"99,501","93,840","5,661",5.7
"Richland County, WI",2008,"10,197","9,725",472,4.6
"Rock County, WI",2008,"83,217","78,102","5,115",6.1
"Rusk County, WI",2008,"7,217","6,721",496,6.9
"St. Croix County, WI",2008,"47,375","45,295","2,080",4.4
"Sauk County, WI",2008,"35,166","33,472","1,694",4.8
"Sawyer County, WI",2008,"9,100","8,475",625,6.9
"Shawano County, WI",2008,"22,086","20,957","1,129",5.1
"Sheboygan County, WI",2008,"65,463","62,574","2,889",4.4
"Taylor County, WI",2008,"10,407","9,737",670,6.4
"Trempealeau County, WI",2008,"16,126","15,402",724,4.5
"Vernon County, WI",2008,"14,608","13,907",701,4.8
"Vilas County, WI",2008,"11,205","10,499",706,6.3
"Walworth County, WI",2008,"56,334","53,705","2,629",4.7
"Washburn County, WI",2008,"7,811","7,301",510,6.5
"Washington County, WI",2008,"74,217","71,047","3,170",4.3
"Waukesha County, WI",2008,"213,744","205,356","8,388",3.9
"Waupaca County, WI",2008,"27,937","26,471","1,466",5.2
"Waushara County, WI",2008,"12,662","11,931",731,5.8
"Winnebago County, WI",2008,"94,046","89,997","4,049",4.3
"Wood County, WI",2008,"41,895","39,664","2,231",5.3
"Albany County, WY",2008,"18,945","18,448",497,2.6
"Big Horn County, WY",2008,"4,941","4,736",205,4.1
"Campbell County, WY",2008,"27,396","26,841",555,2.0
"Carbon County, WY",2008,"8,284","8,005",279,3.4
"Converse County, WY",2008,"7,358","7,148",210,2.9
"Crook County, WY",2008,"3,487","3,382",105,3.0
"Fremont County, WY",2008,"18,440","17,656",784,4.3
"Goshen County, WY",2008,"6,097","5,874",223,3.7
"Hot Springs County, WY",2008,"2,419","2,337",82,3.4
"Johnson County, WY",2008,"4,060","3,922",138,3.4
"Laramie County, WY",2008,"42,622","40,897","1,725",4.0
"Lincoln County, WY",2008,"8,396","8,089",307,3.7
"Natrona County, WY",2008,"40,762","39,576","1,186",2.9
"Niobrara County, WY",2008,"1,237","1,194",43,3.5
"Park County, WY",2008,"14,468","13,939",529,3.7
"Platte County, WY",2008,"3,954","3,788",166,4.2
"Sheridan County, WY",2008,"16,092","15,578",514,3.2
"Sublette County, WY",2008,"7,024","6,905",119,1.7
"Sweetwater County, WY",2008,"24,315","23,715",600,2.5
"Teton County, WY",2008,"14,492","14,050",442,3.0
"Uinta County, WY",2008,"11,533","11,187",346,3.0
"Washakie County, WY",2008,"4,299","4,142",157,3.7
"Weston County, WY",2008,"3,232","3,125",107,3.3
"Adjuntas Municipio, PR",2008,"5,251","4,533",718,13.7
"Aguada Municipio, PR",2008,"16,169","14,106","2,063",12.8
"Aguadilla Municipio, PR",2008,"22,113","19,439","2,674",12.1
"Aguas Buenas Municipio, PR",2008,"9,636","8,380","1,256",13.0
"Aibonito Municipio, PR",2008,"7,905","6,776","1,129",14.3
"Anasco Municipio, PR",2008,"10,946","9,610","1,336",12.2
"Arecibo Municipio, PR",2008,"32,993","29,075","3,918",11.9
"Arroyo Municipio, PR",2008,"5,831","4,868",963,16.5
"Barceloneta Municipio, PR",2008,"7,299","6,194","1,105",15.1
"Barranquitas Municipio, PR",2008,"7,808","6,733","1,075",13.8
"Bayamon Municipio, PR",2008,"81,935","74,002","7,933",9.7
"Cabo Rojo Municipio, PR",2008,"21,199","19,187","2,012",9.5
"Caguas Municipio, PR",2008,"53,936","47,799","6,137",11.4
"Camuy Municipio, PR",2008,"12,991","11,581","1,410",10.9
"Canovanas Municipio, PR",2008,"14,792","12,612","2,180",14.7
"Carolina Municipio, PR",2008,"76,720","69,753","6,967",9.1
"Catano Municipio, PR",2008,"7,748","6,774",974,12.6
"Cayey Municipio, PR",2008,"15,752","13,547","2,205",14.0
"Ceiba Municipio, PR",2008,"5,870","5,044",826,14.1
"Ciales Municipio, PR",2008,"5,312","4,335",977,18.4
"Cidra Municipio, PR",2008,"15,827","13,849","1,978",12.5
"Coamo Municipio, PR",2008,"11,971","10,098","1,873",15.6
"Comerio Municipio, PR",2008,"4,814","4,022",792,16.5
"Corozal Municipio, PR",2008,"10,640","9,239","1,401",13.2
"Culebra Municipio, PR",2008,866,810,56,6.5
"Dorado Municipio, PR",2008,"12,847","11,574","1,273",9.9
"Fajardo Municipio, PR",2008,"14,958","12,927","2,031",13.6
"Florida Municipio, PR",2008,"4,166","3,746",420,10.1
"Guanica Municipio, PR",2008,"6,560","5,611",949,14.5
"Guayama Municipio, PR",2008,"15,121","12,900","2,221",14.7
"Guayanilla Municipio, PR",2008,"7,056","5,978","1,078",15.3
"Guaynabo Municipio, PR",2008,"44,401","41,226","3,175",7.2
"Gurabo Municipio, PR",2008,"15,805","14,136","1,669",10.6
"Hatillo Municipio, PR",2008,"13,014","11,408","1,606",12.3
"Hormigueros Municipio, PR",2008,"6,868","6,100",768,11.2
"Humacao Municipio, PR",2008,"20,837","17,660","3,177",15.2
"Isabela Municipio, PR",2008,"15,998","14,055","1,943",12.1
"Jayuya Municipio, PR",2008,"4,634","3,980",654,14.1
"Juana Diaz Municipio, PR",2008,"17,450","15,314","2,136",12.2
"Juncos Municipio, PR",2008,"13,310","11,526","1,784",13.4
"Lajas Municipio, PR",2008,"9,116","7,891","1,225",13.4
"Lares Municipio, PR",2008,"12,132","10,545","1,587",13.1
"Las Marias Municipio, PR",2008,"4,427","3,956",471,10.6
"Las Piedras Municipio, PR",2008,"13,063","11,269","1,794",13.7
"Loiza Municipio, PR",2008,"8,880","7,531","1,349",15.2
"Luquillo Municipio, PR",2008,"7,029","5,954","1,075",15.3
"Manati Municipio, PR",2008,"14,808","12,737","2,071",14.0
"Maricao Municipio, PR",2008,"1,963","1,702",261,13.3
"Maunabo Municipio, PR",2008,"3,615","2,931",684,18.9
"Mayaguez Municipio, PR",2008,"30,522","26,598","3,924",12.9
"Moca Municipio, PR",2008,"15,500","13,680","1,820",11.7
"Morovis Municipio, PR",2008,"9,347","7,892","1,455",15.6
"Naguabo Municipio, PR",2008,"7,577","6,297","1,280",16.9
"Naranjito Municipio, PR",2008,"8,580","7,479","1,101",12.8
"Orocovis Municipio, PR",2008,"5,479","4,573",906,16.5
"Patillas Municipio, PR",2008,"6,194","5,159","1,035",16.7
"Penuelas Municipio, PR",2008,"9,276","7,917","1,359",14.7
"Ponce Municipio, PR",2008,"64,283","56,886","7,397",11.5
"Quebradillas Municipio, PR",2008,"8,707","7,639","1,068",12.3
"Rincon Municipio, PR",2008,"5,734","5,010",724,12.6
"Rio Grande Municipio, PR",2008,"18,155","15,836","2,319",12.8
"Sabana Grande Municipio, PR",2008,"9,648","8,280","1,368",14.2
"Salinas Municipio, PR",2008,"9,060","7,562","1,498",16.5
"San German Municipio, PR",2008,"13,171","11,423","1,748",13.3
"San Juan Municipio, PR",2008,"167,414","153,215","14,199",8.5
"San Lorenzo Municipio, PR",2008,"14,494","12,676","1,818",12.5
"San Sebastian Municipio, PR",2008,"15,828","13,780","2,048",12.9
"Santa Isabel Municipio, PR",2008,"8,992","7,849","1,143",12.7
"Toa Alta Municipio, PR",2008,"30,471","27,774","2,697",8.9
"Toa Baja Municipio, PR",2008,"35,352","31,937","3,415",9.7
"Trujillo Alto Municipio, PR",2008,"35,284","32,546","2,738",7.8
"Utuado Municipio, PR",2008,"9,081","7,816","1,265",13.9
"Vega Alta Municipio, PR",2008,"12,534","10,961","1,573",12.5
"Vega Baja Municipio, PR",2008,"20,674","18,009","2,665",12.9
"Vieques Municipio, PR",2008,"3,262","2,861",401,12.3
"Villalba Municipio, PR",2008,"9,460","8,179","1,281",13.5
"Yabucoa Municipio, PR",2008,"11,054","9,091","1,963",17.8
"Yauco Municipio, PR",2008,"16,800","14,651","2,149",12.8
